method,wf_type,wf_type2,state,energytotal,energytotal_err,n_0_up,n_0_up_err,n_0_down,n_0_down_err,n_1_up,n_1_up_err,n_1_down,n_1_down_err,n_2_up,n_2_up_err,n_2_down,n_2_down_err,n_3_up,n_3_up_err,n_3_down,n_3_down_err,n_4_up,n_4_up_err,n_4_down,n_4_down_err,n_le,n_le_err,n_he,n_he_err,trace,trace_err,trace_up,trace_up_err,trace_down,trace_down_err,doccp_0,doccp_0_err,doccp_1,doccp_1_err,doccp_2,doccp_2_err,doccp_3,doccp_3_err,doccp_4,doccp_4_err,doccp,doccp_err,sisj,sisj_err,Sz,Sz_err
dmc,eigenstates,spin,10,1.8022354490090038,0.02577187496469704,0.315543921933577,0.001362087026985846,0.6674197727196277,0.0010694666116844859,0.8153340026969624,0.0007939711478061212,0.15473917208244664,0.001270394979185106,0.018497444039155785,0.0018901562069403776,0.008373687696564339,0.0018369048244594609,0.018792508508241084,0.0018257873348493682,0.007567450703600754,0.0018857485915910921,0.8150711488824995,0.0008060375400354724,0.1586651014293736,0.0012885251433554013,2.926773119744487,0.002748331684910652,0.053231090947561954,0.003719738830017751,2.980004210692049,0.004624909081682109,1.9832390260604358,0.003168841688584291,0.996765184631613,0.0033687128649553836,0.007088286923947499,0.0021804746190040468,0.0037286952309723096,0.001825417440713008,0.017199984880299224,0.007862722366789325,0.016638898644772956,0.007563290830298754,0.004097255754226545,0.001875618654550995,0.04875312143421853,0.011429362840297358,0.7747119065063286,0.02037727587577886,0.4932369207144114,0.0023124545408410545
dmc,eigenstates,charge,11,3.2410078051029814,0.06430712213195973,0.35442388443695794,0.0039609428411972025,0.1820115759414053,0.004269263077891384,0.4831083092013591,0.0034251040001350144,0.24192415646281107,0.003739973768465911,0.18293525083386633,0.0056522702784960474,0.08002652161718071,0.005637804033644768,0.4906269331273524,0.004310878814401015,0.24049836827926335,0.004920102539604779,0.47266337287459964,0.0031069355786002614,0.25530095143795806,0.0034108792540800226,1.9894322503550912,0.008995641310963748,0.9940870738576628,0.010321050274832882,2.9835193242127542,0.013691078897265382,1.9837577504741357,0.009359769748565703,0.9997615737386185,0.009992014392752836,-0.014522879914223727,0.009344574838594829,0.00844180234715131,0.00819940344730112,0.0634421044722702,0.030418203798509447,0.0312119202988446,0.017039076507664744,0.01574786881554773,0.007427932751436061,0.10432081601959012,0.03775344661520689,3.5355914254015706,0.06755912101956964,0.4919980883677586,0.006845539448632691
vmc,eigenstates,spin,0,0.0,0.015812295364047557,0.6703446035922925,0.0006799418746977363,0.3169901912991843,0.0009295583759026348,0.6521364761794919,0.0006149940374674213,0.32981347365648467,0.0007540931547990811,0.01502745356992247,0.0011979428085460572,0.017613087480242564,0.001244636672005817,0.017812309836188714,0.0012565623591997161,0.015758908659367694,0.0012468950759234976,0.6379207392187541,0.0006340849189767283,0.34400218315801184,0.0007647703411080119,2.9512076671042196,0.0018056055046786151,0.06621175954572145,0.0024734356087775466,3.017419426649941,0.0030623675398773528,1.9932415823966498,0.0020631573470451664,1.0241778442532912,0.00226306798630267,0.003551919272180598,0.0023194715788271677,0.007942778014535752,0.0013094426398196507,0.005328109414774073,0.005413483602640748,0.0036743083977628524,0.005418526809280625,0.005669830357736258,0.001353942227219334,0.026166945456989534,0.008221556147443477,3.624171337922686,0.015887287648635413,0.48453186907167933,0.0015311837699386764
vmc,eigenstates,spin,1,1.0584708611399947,0.023848855025046627,0.9777687754523665,0.00040951238718007994,0.007453714106179594,0.0011841054102797195,0.48753750551419106,0.0007813386465351523,0.5012588385261202,0.0007824638021131285,0.013360897291944217,0.0013754922474166972,0.014744341242975665,0.001489351578380386,0.012909740489831572,0.0014553330623638752,0.016079475993748486,0.001423535683639988,0.5037832565502717,0.0008246176309465651,0.48689190074697963,0.0007848843787010201,2.9646939908961083,0.00202202458572866,0.05709445501849994,0.0028730811355987436,3.0217884459146083,0.003513286016968235,1.9953601752986048,0.0023384092794470537,1.0264282706160035,0.002622026063718749,0.007968155104504788,0.001603136428465549,0.008572758807601043,0.0014141418621884862,0.003953695566955077,0.006330826326227403,-0.001498582181342446,0.005462508043103669,0.007892391051345198,0.001540715988676157,0.02688841834906366,0.008767097893046237,0.7914896725725769,0.018675962906755213,0.48446595234130063,0.0017566430084841175
vmc,eigenstates,spin,2,1.1278587421093107,0.023625589687090255,0.9776798937590115,0.0004112169553156944,0.0060699060630992445,0.001219841970176577,0.4973518953789558,0.0008057568308713543,0.4933460026416918,0.0008411031223977476,0.012183395713285758,0.0013855148204762213,0.014461183172763077,0.0014157239211919827,0.013426157285903418,0.0014014797588616636,0.013503598368909452,0.0014228460164386356,0.49242739493866045,0.0008138559809659186,0.4922609858249283,0.0007958031523809334,2.959136078606347,0.0020759278804043024,0.053574334540861704,0.002812927627897437,3.0127104131472087,0.0034960032042932396,1.9930687370758169,0.0023161394269014027,1.0196416760713918,0.002618689855554002,0.007290419874349498,0.0014334271788467663,0.47700756513921416,0.0022893478559752626,0.01097926446640211,0.005884426862304373,0.0010718418876524821,0.005914741243907277,0.4841214391352209,0.0035398888453309976,0.9804705305028392,0.009457128718601701,0.7564348848047069,0.015876199815080868,0.48671353050221255,0.0017480016021466198
vmc,eigenstates,charge,3,1.690659192338444,0.024582363954078115,0.3034535855009573,0.0011580516791922166,0.15454771022181435,0.0013238737430336656,0.5109203730164997,0.0008082286026752487,0.25537258098486965,0.0009713026254152788,0.16213322242714506,0.001361313631208411,0.08956054098832784,0.0013333680668185996,0.5095360480001798,0.0011119001793935142,0.2617488178141399,0.0013039124472152945,0.5075057244051563,0.0008178016202238042,0.25923974651459464,0.0010244001312620318,1.991039720643892,0.0025315178771767003,1.0229786292297927,0.002562724113724243,3.0140183498736848,0.003602240642368154,1.9935489533499382,0.0023984606453623823,1.0204693965237464,0.002687661470158918,0.0061474406963081775,0.0034259692747776677,0.002440970107124525,0.002448590167538273,0.007784923581687538,0.005469108237645109,0.005301026066514843,0.0032567741822764444,-0.0008362956207036643,0.0034109627047145944,0.02083806483093142,0.00835973975926641,3.6900381804623397,0.017601012596710618,0.4865397784130959,0.001801120321184077
vmc,eigenstates,charge,4,1.781707654242382,0.02743252150709641,0.3029510953369956,0.0013517441353130503,0.15507351474545047,0.0014095230770562225,0.5112934193584727,0.000969225279936732,0.2587738951023314,0.0011264267418372987,0.5100685316301241,0.0012525809878962484,0.26083411206066603,0.0014816196060862632,0.160612010429256,0.0017161471496943003,0.0877664968148057,0.00164216056777276,0.5057795451089465,0.0009733021692319499,0.2560365964808244,0.0012647721673914834,1.9899080661330213,0.002927314145789902,1.0192811509348518,0.003066921609387821,3.009189217067873,0.0042397141727092465,1.9907046018637948,0.002868457274197455,1.018484615204078,0.0031220392586217348,0.005408450599017012,0.0034102166762453043,0.005229332402903904,0.002262230224358668,-0.0016717767010971673,0.003906718926943056,-0.002300947989995434,0.006482559685487736,0.0017335055871860333,0.002247670856424595,0.008398563898014348,0.008892992774977942,3.6841646739404608,0.01746636838812883,0.4861099933298584,0.0021198570863546233
vmc,eigenstates,spin,5,1.3165232958644992,0.024656712137298347,0.7521551504930657,0.0009105686371798568,0.7505551138102542,0.0008245394861372377,0.9711243492586527,0.00045715523012991653,0.005853855343468249,0.0011331944053103388,0.020293243531982873,0.001492954712827508,0.017679684878134913,0.0014590036821155253,0.019899109999029628,0.0015736080908445801,0.015060732252221539,0.0015563856917545603,0.22967644733374998,0.0011231068604885635,0.23385722835559883,0.0011454776511914894,2.9432221445947895,0.002361272779949932,0.07293277066136895,0.003042397798456075,3.0161549152561586,0.0038512067596252024,1.993148300616481,0.0026466301905730214,1.0230066146396777,0.002797703011352396,0.7299971680133819,0.002076781134356349,0.0040654644439571345,0.0015585779531770132,-0.013053732915659554,0.009620424932326756,0.0014793073019468363,0.0061832182574558525,0.21861239783946873,0.0031737385864634106,0.941100604683095,0.012149056162073839,0.8198766533872386,0.017586244489562516,0.48507084298840164,0.0019256033798126012
vmc,eigenstates,spin,6,1.2460544809368912,0.024607895059477018,0.7534886916321771,0.0007308112494383963,0.7513213248146691,0.0009138268133289468,0.22989259677429125,0.0010027079944574355,0.23503422460952397,0.0009791504958382368,0.01967287838389173,0.0014679758812173934,0.0172713519415651,0.0014723720132940445,0.014263398642055095,0.00149316409980103,0.009692430569409872,0.0014697672301772573,0.9720727731979677,0.0004287857970075444,0.008081279555692418,0.0010717417651857465,2.9498908905843217,0.0021600488915005187,0.06090005953692179,0.0029517092121692963,3.010790950121243,0.003657649311631407,1.9893903386303828,0.0024714080765710386,1.0214006114908605,0.0026963940005008814,0.729649167756996,0.0018947080180077103,0.2209002035245571,0.003837791565066766,-0.0019443245278001888,0.005864834307119096,-0.004076992878063819,0.008370832732086634,0.0039730778364021006,0.0014331650860066928,0.9485011317120912,0.01117316637362404,0.8285735580301379,0.019379450261398784,0.4839948635697612,0.0018288246558157036
vmc,eigenstates,charge,7,1.9090904162412698,0.02172791970407192,0.6585882667123799,0.0006631974423344173,0.33311399550223525,0.0008173118756786456,0.32843703505130956,0.0007518660400956162,0.17049896297724107,0.0008458927562490363,0.3375499990221651,0.0009712801583248657,0.17591453232259965,0.001099422513265744,0.33394192996048666,0.0009561442210522716,0.1740021964768633,0.00107515168384381,0.3312048703309632,0.0007312733286255734,0.17202746028429788,0.00080975550736784,1.9938705908584269,0.0018918592204071598,1.0214086577821146,0.002054818221486995,3.0152792486405415,0.0027931002905722097,1.9897221010773043,0.001843228414585217,1.0255571475632372,0.0020985514634767072,0.003909297640466788,0.002318214705392305,0.002342125218967927,0.002147314490606126,3.0118656747314317e-06,0.003370548326806832,0.004455017341990203,0.004194315340683831,0.00035983396629107894,0.0019510090339050759,0.011069286033390729,0.00653791957679807,3.6641076661753527,0.013357132221483487,0.48208247675703353,0.0013965501452861049
vmc,eigenstates,charge,8,1.8880619159349408,0.027291029048027108,0.6562887079002907,0.0009764751629535314,0.3318434234382885,0.0013308745078753636,0.3321298089730065,0.0011591498563799073,0.16734397526653247,0.0012388131878475835,0.3355282697635481,0.001400899002640628,0.17632555035633152,0.0015910088350179364,0.33571219836772404,0.001457385972267528,0.17565907316267146,0.0016347709468854934,0.3310907570028292,0.0010522905137879978,0.1705807738343645,0.0011602186332786044,1.9892774464153118,0.0028383868316216782,1.0232250916502752,0.003047995579007243,3.012502538065587,0.004164938997821103,1.9907497420073985,0.0027369580461856858,1.0217527960581885,0.003139391264081379,0.0054516183734294125,0.0018815547009401867,0.011158309025570053,0.003075743101950443,0.007081390578938688,0.005650486944208183,0.007312465450760729,0.006033293032611606,0.003789851773193899,0.0027872527517784807,0.034793635201892784,0.009439165701911872,3.639555778889221,0.019625967711478582,0.484498472974605,0.0020824694989105513
vmc,eigenstates,spin,9,1.4426864337801817,0.019626340236927813,0.9817734218803394,0.0002621947820228069,0.008993709903409967,0.0008125095355279465,0.4752954152801991,0.0005258315336661512,0.47558140850388314,0.0005447257688970429,0.028414121941205194,0.0013693486513253526,0.028798497848508433,0.0009365605377138303,0.028144780638269553,0.0009303719374401367,0.03055332723126568,0.0009064445079004854,0.48104859857273385,0.0006416340902545527,0.48051420417315216,0.0005588791449964636,2.9032067583137176,0.0014234405567605426,0.11591072765924886,0.0021070109058968934,3.019117485972967,0.0025427697450219927,1.9946763383127473,0.0018701996904494308,1.0244411476602195,0.0017227974617006097,0.005936636666722759,0.0009991508443321173,0.46599212264589174,0.001692181794331819,0.017826967207072383,0.004521173980144441,0.020592319738379508,0.0046556567658430975,0.4646767783877197,0.002163394862081607,0.9750248246457861,0.0071174583275319895,0.7945028771150984,0.012595956750881649,0.48511759532626386,0.0012713848725109964
vmc,eigenstates,spin,10,1.7441772812662748,0.022414136048120436,0.3148664772662004,0.0009227983023916627,0.6686741959078865,0.0007194445557315413,0.8143990465936313,0.0005014134271089761,0.1608831794522919,0.0008826295133914433,0.023515604404566903,0.0012354034734253843,0.01877037670982631,0.001210074056744152,0.02559782735984795,0.00122340961691455,0.018814507671353845,0.0012072432416893035,0.8162582773746725,0.0005081531400450349,0.1576114560658581,0.0008889765261938556,2.9326926326605407,0.001856907735005915,0.086698316145595,0.002438169046707028,3.019390948806136,0.003064763389993599,1.9946372329989193,0.0020938348976054064,1.0247537158072166,0.002237996885211151,0.005231792469560166,0.0015386057517082377,0.005839228581170098,0.001269903386741383,0.00543224286411504,0.004990961726978041,0.002594624794407831,0.005182726537389287,0.004976143437298762,0.0013234959618993309,0.024074032146551898,0.007583004493835508,0.8036657762649932,0.014824189706525508,0.4849417585958513,0.0015323816949967995
vmc,eigenstates,charge,11,2.9658414392924897,0.038493504417547245,0.36085411956881686,0.001969534120027595,0.1809928141748495,0.0021887353585822032,0.4800338082516206,0.0020209121907216678,0.2442153838130552,0.00180682405765365,0.18344540993032862,0.0027034720048203413,0.10073329517334415,0.002504428365285781,0.48600246651220436,0.002084582539445077,0.24747811243457662,0.002425281925517967,0.47857083162824404,0.0014998942348949562,0.24761375590087867,0.0017815224713664262,1.9922807133374647,0.004630532519013224,1.0176592840504537,0.004879385114919579,3.0099399973879186,0.0067268291571391725,1.9889066358912144,0.004676224833456797,1.0210333614967042,0.004835612868737494,0.013121438776041246,0.004733531227625664,-0.00427607796787545,0.0038475929729598107,0.002381300214452927,0.01619199599753356,0.00675136355350417,0.0072006465185106205,0.00459258784144455,0.003640713778720448,0.022570612417567443,0.01909175557814744,3.687590502227086,0.04144921779936838,0.4839366371972551,0.0033634145785695862
